,Tweet_id,Retweet_count,Favorite_count,Jpg_url,img_num,p1_conf,p2_conf,p3_conf,p1_dog,p2_dog,p3_dog,Types_dog,Dog,Timestamp,Text,Expanded_urls,Rating_numerator,Rating_denominator,Name,Name_type,Type
82,8.765376660612219e+17,4800.0,23869.0,,,,,,,,,,,,,,,,,,
83,8.764840539098726e+17,2511.0,19163.0,,,,,,,,,,,,,,,,,,
84,8.761202751961702e+17,4903.0,28490.0,,,,,,,,,,,,,,,,,,
85,8.757477678675231e+17,4497.0,25773.0,,,,,,,,,,,,,,,,,,
86,8.751442898561147e+17,5081.0,22185.0,,,,,,,,,,,,,,,,,,
87,8.750971926120776e+17,6342.0,27997.0,,,,,,,,,,,,,,,,,,
88,8.750212112515973e+17,4922.0,26022.0,,,,,,,,,,,,,,,,,,
89,8.746800970551788e+17,4875.0,28439.0,,,,,,,,,,,,,,,,,,
90,8.744348182595256e+17,15546.0,0.0,,,,,,,,,,,,,,,,,,
91,8.742967835806638e+17,4308.0,26651.0,,,,,,,,,,,,,,,,,,
92,8.740575629368115e+17,4125.0,23134.0,,,,,,,,,,,,,,,,,,
93,8.740129962925302e+17,11007.0,35501.0,,,,,,,,,,,,,,,,,,
94,8.736975964345139e+17,12518.0,0.0,,,,,,,,,,,,,,,,,,
95,8.73580283840344e+17,4143.0,24837.0,,,,,,,,,,,,,,,,,,
96,8.733377486981407e+17,1667.0,0.0,,,,,,,,,,,,,,,,,,
97,8.732137756329779e+17,1667.0,7467.0,,,,,,,,,,,,,,,,,,
98,8.729671041477632e+17,5669.0,28031.0,,,,,,,,,,,,,,,,,,
99,8.728206835412378e+17,3884.0,15029.0,,,,,,,,,,,,,,,,,,
100,8.72668790621864e+17,31.0,0.0,,,,,,,,,,,,,,,,,,
101,8.726208048440033e+17,3911.0,21309.0,,,,,,,,,,,,,,,,,,
102,8.724869791617966e+17,9429.0,41606.0,,,,,,,,,,,,,,,,,,
103,8.722617132944957e+17,6649.0,35085.0,,,,,,,,,,,,,,,,,,
104,8.721227242856489e+17,8549.0,35324.0,,,,,,,,,,,,,,,,,,
105,8.718797546848051e+17,11918.0,39090.0,,,,,,,,,,,,,,,,,,
106,8.717625216314491e+17,3678.0,20787.0,,,,,,,,,,,,,,,,,,
107,8.715159279086346e+17,3628.0,20730.0,,,,,,,,,,,,,,,,,,
108,8.711661798214451e+17,5991.0,0.0,,,,,,,,,,,,,,,,,,
109,8.711025206382674e+17,5764.0,21461.0,,,,,,,,,,,,,,,,,,
110,8.710326289206804e+17,3999.0,23255.0,,,,,,,,,,,,,,,,,,
111,8.708043173678817e+17,6393.0,33791.0,,,,,,,,,,,,,,,,,,
112,8.707263143655096e+17,3.0,121.0,,,,,,,,,,,,,,,,,,
113,8.706563178364682e+17,2817.0,12819.0,,,,,,,,,,,,,,,,,,
114,8.703740492806636e+17,27680.0,85011.0,,,,,,,,,,,,,,,,,,
115,8.703089999625216e+17,4384.0,22453.0,,,,,,,,,,,,,,,,,,
116,8.700631964591923e+17,8840.0,37771.0,,,,,,,,,,,,,,,,,,
117,8.699887020717793e+17,25661.0,0.0,,,,,,,,,,,,,,,,,,
118,8.697724208817562e+17,10663.0,43710.0,,,,,,,,,,,,,,,,,,
119,8.697029578975764e+17,6728.0,29116.0,,,,,,,,,,,,,,,,,,
120,8.69596645499048e+17,3327.0,16476.0,,,,,,,,,,,,,,,,,,
121,8.692279934110515e+17,4023.0,21112.0,,,,,,,,,,,,,,,,,,
122,8.688803978194944e+17,12518.0,55098.0,,,,,,,,,,,,,,,,,,
123,8.68639477480149e+17,2240.0,0.0,,,,,,,,,,,,,,,,,,
124,8.686224954436321e+17,6275.0,28295.0,,,,,,,,,,,,,,,,,,
125,8.685522785248379e+17,2240.0,10539.0,,,,,,,,,,,,,,,,,,
126,8.679004954106716e+17,4439.0,24964.0,,,,,,,,,,,,,,,,,,
127,8.677749463024517e+17,7788.0,35179.0,,,,,,,,,,,,,,,,,,
128,8.674210068262216e+17,2697.0,16755.0,,,,,,,,,,,,,,,,,,
129,8.670726534750986e+17,135.0,0.0,,,,,,,,,,,,,,,,,,
130,8.670515209021686e+17,8425.0,33420.0,,,,,,,,,,,,,,,,,,
131,8.668162802838077e+17,32883.0,0.0,,,,,,,,,,,,,,,,,,
132,8.667206848730563e+17,5168.0,20888.0,,,,,,,,,,,,,,,,,,
133,8.666868248270684e+17,3727.0,20070.0,,,,,,,,,,,,,,,,,,
134,8.664507055314575e+17,32883.0,106827.0,,,,,,,,,,,,,,,,,,
135,8.663349647612027e+17,15546.0,54720.0,,,,,,,,,,,,,,,,,,
136,8.660945275972076e+17,8952.0,0.0,,,,,,,,,,,,,,,,,,
137,8.657181538584945e+17,6008.0,26640.0,,,,,,,,,,,,,,,,,,
138,8.653593938686648e+17,5384.0,27530.0,,,,,,,,,,,,,,,,,,
139,8.650067310922957e+17,8209.0,29063.0,,,,,,,,,,,,,,,,,,
140,8.648732064984146e+17,9361.0,33651.0,,,,,,,,,,,,,,,,,,
141,8.642795686639288e+17,3266.0,15195.0,,,,,,,,,,,,,,,,,,
142,8.641973983646474e+17,9616.0,31459.0,,,,,,,,,,,,,,,,,,
143,8.639074173771735e+17,4441.0,21477.0,,,,,,,,,,,,,,,,,,
144,8.63553081350529e+17,4489.0,15935.0,,,,,,,,,,,,,,,,,,
145,8.634717827826975e+17,2687.0,0.0,,,,,,,,,,,,,,,,,,
146,8.634321003425833e+17,5664.0,24829.0,,,,,,,,,,,,,,,,,,
147,8.634275150833541e+17,105.0,2363.0,,,,,,,,,,,,,,,,,,
148,8.630795471887852e+17,1195.0,9094.0,,,,,,,,,,,,,,,,,,
149,8.630624715311677e+17,2687.0,8945.0,,,,,,,,,,,,,,,,,,
150,8.628313715632742e+17,5457.0,20011.0,,,,,,,,,,,,,,,,,,
151,8.627225253772984e+17,3809.0,17779.0,,,,,,,,,,,,,,,,,,
152,8.624575901476782e+17,5388.0,21492.0,,,,,,,,,,,,,,,,,,
153,8.620969920880722e+17,21840.0,66437.0,,,,,,,,,,,,,,,,,,
154,8.617699731816243e+17,37911.0,0.0,,,,,,,,,,,,,,,,,,
155,8.613838976570368e+17,11528.0,37744.0,,,,,,,,,,,,,,,,,,
156,8.61288531465048e+17,4479.0,18032.0,,,,,,,,,,,,,,,,,,
157,8.610051137788969e+17,4119.0,17538.0,,,,,,,,,,,,,,,,,,
158,8.609816747164099e+17,2334.0,0.0,,,,,,,,,,,,,,,,,,
159,8.609240359994286e+17,882.0,0.0,,,,,,,,,,,,,,,,,,
160,8.605637731402097e+17,2334.0,7878.0,,,,,,,,,,,,,,,,,,
161,8.605245051643945e+17,5698.0,24678.0,,,,,,,,,,,,,,,,,,
162,8.602765831935099e+17,3745.0,19154.0,,,,,,,,,,,,,,,,,,
163,8.601848493946102e+17,6295.0,17474.0,,,,,,,,,,,,,,,,,,
164,8.601775931397038e+17,33421.0,0.0,,,,,,,,,,,,,,,,,,
165,8.599245260120187e+17,4349.0,20021.0,,,,,,,,,,,,,,,,,,
166,8.598515781986836e+17,3780.0,16105.0,,,,,,,,,,,,,,,,,,
167,8.596078115416515e+17,1704.0,19476.0,,,,,,,,,,,,,,,,,,
168,8.591969789027738e+17,25661.0,75193.0,,,,,,,,,,,,,,,,,,
169,8.590746030371881e+17,14740.0,35553.0,,,,,,,,,,,,,,,,,,
170,8.588603904276111e+17,8805.0,0.0,,,,,,,,,,,,,,,,,,
171,8.588435254709903e+17,3771.0,16304.0,,,,,,,,,,,,,,,,,,
172,8.584716350111539e+17,5271.0,22640.0,,,,,,,,,,,,,,,,,,
173,8.5810793345604e+17,3154.0,16524.0,,,,,,,,,,,,,,,,,,
174,8.579899903573565e+17,2812.0,16952.0,,,,,,,,,,,,,,,,,,
175,8.577464080567296e+17,11524.0,36021.0,,,,,,,,,,,,,,,,,,
176,8.573934049421435e+17,1785.0,6236.0,,,,,,,,,,,,,,,,,,
177,8.572631603273687e+17,4934.0,21041.0,,,,,,,,,,,,,,,,,,
178,8.572148918910771e+17,20.0,242.0,,,,,,,,,,,,,,,,,,
179,8.570621030516449e+17,183.0,0.0,,,,,,,,,,,,,,,,,,
180,8.570298237970473e+17,4364.0,19910.0,,,,,,,,,,,,,,,,,,
181,8.566029935878881e+17,11633.0,0.0,,,,,,,,,,,,,,,,,,
182,8.565438239415624e+17,3131.0,17135.0,,,,,,,,,,,,,,,,,,
183,8.56526610513748e+17,2068.0,12446.0,,,,,,,,,,,,,,,,,,
184,8.563308352760259e+17,731.0,0.0,,,,,,,,,,,,,,,,,,
185,8.562880843501609e+17,17.0,545.0,,,,,,,,,,,,,,,,,,
186,8.562820282406666e+17,6841.0,29086.0,,,,,,,,,,,,,,,,,,
187,8.55862651834028e+17,27.0,320.0,,,,,,,,,,,,,,,,,,
188,8.558601361491231e+17,1058.0,4407.0,,,,,,,,,,,,,,,,,,
189,8.558576985246024e+17,2313.0,12498.0,,,,,,,,,,,,,,,,,,
190,8.55851453814014e+17,19196.0,47844.0,,,,,,,,,,,,,,,,,,
191,8.55818117272019e+17,5943.0,28056.0,,,,,,,,,,,,,,,,,,
192,8.5545945376802e+17,8987.0,31657.0,,,,,,,,,,,,,,,,,,
193,8.552453238407578e+17,6568.0,0.0,,,,,,,,,,,,,,,,,,
194,8.551382418671247e+17,50.0,0.0,,,,,,,,,,,,,,,,,,
195,8.547327164405268e+17,6690.0,24188.0,,,,,,,,,,,,,,,,,,
196,8.544823940443013e+17,7608.0,31131.0,,,,,,,,,,,,,,,,,,
197,8.543652243963617e+17,5159.0,20046.0,,,,,,,,,,,,,,,,,,
198,8.541203570449121e+17,8285.0,33911.0,,,,,,,,,,,,,,,,,,
199,8.540101725529498e+17,3433.0,17169.0,,,,,,,,,,,,,,,,,,
200,8.537608808903188e+17,6403.0,30414.0,,,,,,,,,,,,,,,,,,
201,8.536391476088422e+17,11265.0,37198.0,,,,,,,,,,,,,,,,,,
202,8.532999585644831e+17,3928.0,16508.0,,,,,,,,,,,,,,,,,,
203,8.529364055169434e+17,2243.0,0.0,,,,,,,,,,,,,,,,,,
204,8.529122422029926e+17,2037.0,9658.0,,,,,,,,,,,,,,,,,,
205,8.526726158188995e+17,2388.0,15939.0,,,,,,,,,,,,,,,,,,
206,8.525534478786642e+17,3885.0,17492.0,,,,,,,,,,,,,,,,,,
207,8.523113647355699e+17,10961.0,35325.0,,,,,,,,,,,,,,,,,,
208,8.522260867590185e+17,7570.0,21378.0,,,,,,,,,,,,,,,,,,
209,8.52189679701164e+17,1741.0,12217.0,,,,,,,,,,,,,,,,,,
210,8.519539026226586e+17,10706.0,0.0,,,,,,,,,,,,,,,,,,
211,8.518613850217308e+17,23.0,0.0,,,,,,,,,,,,,,,,,,
212,8.51591660324737e+17,3819.0,17300.0,,,,,,,,,,,,,,,,,,
213,8.514648197357691e+17,7855.0,25944.0,,,,,,,,,,,,,,,,,,
214,8.512248880608952e+17,6350.0,22090.0,,,,,,,,,,,,,,,,,,
215,8.507536429950935e+17,10352.0,33348.0,,,,,,,,,,,,,,,,,,
216,8.503801957145231e+17,2915.0,13994.0,,,,,,,,,,,,,,,,,,
217,8.503335677040681e+17,367.0,3647.0,,,,,,,,,,,,,,,,,,
218,8.501456228166861e+17,4244.0,17519.0,,,,,,,,,,,,,,,,,,
219,8.500197909955461e+17,5459.0,21944.0,,,,,,,,,,,,,,,,,,
220,8.497769665511301e+17,8404.0,32390.0,,,,,,,,,,,,,,,,,,
221,8.496680946960179e+17,5513.0,0.0,,,,,,,,,,,,,,,,,,
222,8.494123028855931e+17,3487.0,17039.0,,,,,,,,,,,,,,,,,,
223,8.493365432695767e+17,2101.0,12240.0,,,,,,,,,,,,,,,,,,
224,8.490519198050345e+17,7396.0,32617.0,,,,,,,,,,,,,,,,,,
225,8.486905519269929e+17,4826.0,27104.0,,,,,,,,,,,,,,,,,,
226,8.483249590595502e+17,4037.0,20229.0,,,,,,,,,,,,,,,,,,
227,8.482136700395643e+17,832.0,8834.0,,,,,,,,,,,,,,,,,,
228,8.482121117298401e+17,3444.0,17618.0,,,,,,,,,,,,,,,,,,
229,8.479788654273946e+17,3652.0,0.0,,,,,,,,,,,,,,,,,,
230,8.479715744646103e+17,482.0,0.0,,,,,,,,,,,,,,,,,,
231,8.479627854893261e+17,5730.0,25296.0,,,,,,,,,,,,,,,,,,
232,8.478428114289746e+17,1522.0,5935.0,,,,,,,,,,,,,,,,,,
233,8.476172824906138e+17,468.0,7558.0,,,,,,,,,,,,,,,,,,
234,8.476061755961385e+17,3774.0,20208.0,,,,,,,,,,,,,,,,,,
235,8.472510392626053e+17,4800.0,22036.0,,,,,,,,,,,,,,,,,,
236,8.471572060888474e+17,6572.0,21588.0,,,,,,,,,,,,,,,,,,
237,8.47116187444138e+17,3583.0,23108.0,,,,,,,,,,,,,,,,,,
238,8.468748173621207e+17,4404.0,21685.0,,,,,,,,,,,,,,,,,,
239,8.465140516477051e+17,13076.0,48410.0,,,,,,,,,,,,,,,,,,
240,8.465059853300449e+17,3492.0,15304.0,,,,,,,,,,,,,,,,,,
241,8.46153765933736e+17,10226.0,34394.0,,,,,,,,,,,,,,,,,,
242,8.461397136270172e+17,10972.0,33188.0,,,,,,,,,,,,,,,,,,
243,8.460429364376044e+17,3224.0,17256.0,,,,,,,,,,,,,,,,,,
244,8.458120427538555e+17,9894.0,31737.0,,,,,,,,,,,,,,,,,,
245,8.45677943972139e+17,5365.0,27154.0,,,,,,,,,,,,,,,,,,
246,8.454590767966167e+17,15071.0,0.0,,,,,,,,,,,,,,,,,,
247,8.453970571501076e+17,2072.0,8241.0,,,,,,,,,,,,,,,,,,
248,8.453068829401907e+17,6039.0,25225.0,,,,,,,,,,,,,,,,,,
249,8.450983595474207e+17,8640.0,0.0,,,,,,,,,,,,,,,,,,
250,8.449795448640184e+17,2909.0,14738.0,,,,,,,,,,,,,,,,,,
251,8.449738139096064e+17,3617.0,16361.0,,,,,,,,,,,,,,,,,,
252,8.44704788403114e+17,11633.0,42022.0,,,,,,,,,,,,,,,,,,
253,8.445805116453396e+17,3533.0,17871.0,,,,,,,,,,,,,,,,,,
254,8.442237884222177e+17,2450.0,14753.0,,,,,,,,,,,,,,,,,,
255,8.439810210120172e+17,3285.0,16327.0,,,,,,,,,,,,,,,,,,
256,8.438568438730957e+17,5220.0,23211.0,,,,,,,,,,,,,,,,,,
257,8.436043941176812e+17,3081.0,18310.0,,,,,,,,,,,,,,,,,,
258,8.43235543001514e+17,6852.0,23315.0,,,,,,,,,,,,,,,,,,
259,8.428922088649236e+17,56625.0,0.0,,,,,,,,,,,,,,,,,,
260,8.428462954800005e+17,4023.0,16440.0,,,,,,,,,,,,,,,,,,
261,8.427653119674491e+17,1439.0,7321.0,,,,,,,,,,,,,,,,,,
262,8.425355904574996e+17,3937.0,19637.0,,,,,,,,,,,,,,,,,,
263,8.421635325903749e+17,6568.0,26569.0,,,,,,,,,,,,,,,,,,
264,8.421152153113969e+17,3386.0,15204.0,,,,,,,,,,,,,,,,,,
265,8.418339930205389e+17,17504.0,0.0,,,,,,,,,,,,,,,,,,
266,8.416805850305413e+17,8748.0,27854.0,,,,,,,,,,,,,,,,,,
267,8.414398587406254e+17,4168.0,13755.0,,,,,,,,,,,,,,,,,,
268,8.41320156043305e+17,6080.0,21402.0,,,,,,,,,,,,,,,,,,
269,8.413146651960812e+17,5312.0,17305.0,,,,,,,,,,,,,,,,,,
270,8.41077006473257e+17,5991.0,24926.0,,,,,,,,,,,,,,,,,,
271,8.407612482371338e+17,1972.0,0.0,,,,,,,,,,,,,,,,,,
272,8.407288730756383e+17,18285.0,0.0,,,,,,,,,,,,,,,,,,
273,8.406986369756365e+17,3.0,197.0,,,,,,,,,,,,,,,,,,
274,8.406966892583117e+17,1116.0,13377.0,,,,,,,,,,,,,,,,,,
275,8.406323370628628e+17,1972.0,9761.0,,,,,,,,,,,,,,,,,,
276,8.40370681858687e+17,5146.0,17918.0,,,,,,,,,,,,,,,,,,
277,8.4026800493602e+17,6497.0,20950.0,,,,,,,,,,,,,,,,,,
278,8.39990271299457e+17,2597.0,14640.0,,,,,,,,,,,,,,,,,,
279,8.395493263596708e+17,8805.0,29957.0,,,,,,,,,,,,,,,,,,
280,8.392906005119263e+17,158.0,0.0,,,,,,,,,,,,,,,,,,
281,8.392398718311506e+17,7422.0,29684.0,,,,,,,,,,,,,,,,,,
282,8.389529946495508e+17,4505.0,21289.0,,,,,,,,,,,,,,,,,,
283,8.389215900961669e+17,2357.0,12183.0,,,,,,,,,,,,,,,,,,
284,8.389164895792005e+17,38.0,0.0,,,,,,,,,,,,,,,,,,
285,8.388319472709796e+17,12643.0,0.0,,,,,,,,,,,,,,,,,,
286,8.385614930545336e+17,1504.0,11892.0,,,,,,,,,,,,,,,,,,
287,8.384763873380516e+17,5484.0,24664.0,,,,,,,,,,,,,,,,,,
288,8.382015036514017e+17,11525.0,0.0,,,,,,,,,,,,,,,,,,
289,8.381502775512474e+17,370.0,1824.0,,,,,,,,,,,,,,,,,,
290,8.380858393432064e+17,0.0,150.0,,,,,,,,,,,,,,,,,,
291,8.380839034873733e+17,3582.0,19183.0,,,,,,,,,,,,,,,,,,
292,8.378201676945285e+17,8952.0,37277.0,,,,,,,,,,,,,,,,,,
293,8.374822493565133e+17,495.0,4204.0,,,,,,,,,,,,,,,,,,
294,8.37471256429613e+17,2631.0,13967.0,,,,,,,,,,,,,,,,,,
295,8.373662848745718e+17,6005.0,23074.0,,,,,,,,,,,,,,,,,,
296,8.371102104644485e+17,2731.0,17480.0,,,,,,,,,,,,,,,,,,
297,8.370125877494743e+17,88.0,0.0,,,,,,,,,,,,,,,,,,
298,8.369899680358195e+17,2610.0,13879.0,,,,,,,,,,,,,,,,,,
299,8.36753516572119e+17,5237.0,21029.0,,,,,,,,,,,,,,,,,,
300,8.366777589022228e+17,2522.0,13782.0,,,,,,,,,,,,,,,,,,
301,8.366488539275223e+17,626.0,0.0,,,,,,,,,,,,,,,,,,
302,8.363977942692004e+17,31314.0,0.0,,,,,,,,,,,,,,,,,,
303,8.363804775231242e+17,3337.0,16037.0,,,,,,,,,,,,,,,,,,
304,8.362600887257866e+17,4850.0,23177.0,,,,,,,,,,,,,,,,,,
305,8.36001077879255e+17,4935.0,20924.0,,,,,,,,,,,,,,,,,,
306,8.35685285446955e+17,9327.0,0.0,,,,,,,,,,,,,,,,,,
307,8.355745472188948e+17,4121.0,19447.0,,,,,,,,,,,,,,,,,,
308,8.35536468978303e+17,1939.0,0.0,,,,,,,,,,,,,,,,,,
309,8.353090942233723e+17,24013.0,0.0,,,,,,,,,,,,,,,,,,
310,8.352979302402171e+17,3381.0,17847.0,,,,,,,,,,,,,,,,,,
311,8.35264098648617e+17,1939.0,8503.0,,,,,,,,,,,,,,,,,,
312,8.352464395298406e+17,83.0,2259.0,,,,,,,,,,,,,,,,,,
313,8.351727831517921e+17,6516.0,28552.0,,,,,,,,,,,,,,,,,,
314,8.351524342511165e+17,3443.0,24574.0,,,,,,,,,,,,,,,,,,
315,8.349316337698898e+17,1878.0,11838.0,,,,,,,,,,,,,,,,,,
316,8.34786237630337e+17,6159.0,22943.0,,,,,,,,,,,,,,,,,,
317,8.34574053763584e+17,2882.0,14993.0,,,,,,,,,,,,,,,,,,
318,8.344778091920753e+17,12224.0,0.0,,,,,,,,,,,,,,,,,,
319,8.344580532735918e+17,1899.0,10512.0,,,,,,,,,,,,,,,,,,
320,8.342097209237217e+17,5476.0,22594.0,,,,,,,,,,,,,,,,,,
321,8.341673447001989e+17,4130.0,17194.0,,,,,,,,,,,,,,,,,,
322,8.340899667246039e+17,2427.0,10971.0,,,,,,,,,,,,,,,,,,
323,8.340863793238712e+17,2512.0,14296.0,,,,,,,,,,,,,,,,,,
324,8.338630860586516e+17,2729.0,14661.0,,,,,,,,,,,,,,,,,,
325,8.338261034165207e+17,3904.0,16728.0,,,,,,,,,,,,,,,,,,
326,8.337323395492209e+17,251.0,0.0,,,,,,,,,,,,,,,,,,
327,8.337229017570468e+17,3636.0,22585.0,,,,,,,,,,,,,,,,,,
328,8.334796449470259e+17,2357.0,16258.0,,,,,,,,,,,,,,,,,,
329,8.331246945974436e+17,5513.0,22133.0,,,,,,,,,,,,,,,,,,
330,8.329981511119667e+17,2522.0,14549.0,,,,,,,,,,,,,,,,,,
331,8.327691813469962e+17,43.0,0.0,,,,,,,,,,,,,,,,,,
332,8.32757312314028e+17,4127.0,18423.0,,,,,,,,,,,,,,,,,,
333,8.326824576903004e+17,3368.0,13017.0,,,,,,,,,,,,,,,,,,
334,8.326455250191237e+17,594.0,3195.0,,,,,,,,,,,,,,,,,,
335,8.326360946382889e+17,3220.0,17379.0,,,,,,,,,,,,,,,,,,
336,8.323975433550725e+17,2548.0,13126.0,,,,,,,,,,,,,,,,,,
